numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20250301000000;103020;40;3;50;2.000000;275.750000;274.550000;92;19110;0;mq;mq;mq;mq;mq;mq;mq;mq;102110;mq;mq;430;mq;mq;mq;mq;275.050000;mq;mq;3.300000;5.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20250301000000;103010;60;2;20;3.600000;275.150000;274.750000;97;3960;10;mq;mq;mq;0;mq;mq;mq;mq;102410;mq;mq;590;mq;mq;mq;mq;273.750000;mq;mq;4.700000;4.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20250301000000;103000;60;1;70;6.000000;280.550000;275.850000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102890;mq;mq;270;mq;mq;mq;mq;mq;mq;mq;8.400000;9.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20250301000000;103000;60;1;0;0.000000;275.250000;274.350000;94;12010;0;mq;mq;mq;0;mq;mq;mq;mq;102150;mq;mq;270;mq;mq;mq;mq;278.350000;mq;mq;1.700000;1.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20250301000000;102980;50;1;30;3.300000;274.450000;273.850000;96;13290;0;mq;mq;mq;0;mq;mq;mq;mq;101000;mq;mq;290;mq;mq;mq;mq;276.550000;mq;mq;4.300000;5.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20250301000000;102820;30;0;300;1.000000;274.050000;272.450000;89;16560;0;mq;mq;mq;0;mq;mq;mq;mq;101610;mq;mq;390;mq;mq;mq;mq;276.050000;mq;mq;1.900000;3.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20250301000000;102990;120;1;60;3.200000;275.750000;273.850000;87;22300;0;mq;mq;mq;0;mq;mq;mq;mq;101750;mq;mq;150;mq;mq;mq;mq;274.950000;mq;mq;4.200000;4.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20250301000000;102980;100;2;80;3.900000;278.950000;275.550000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102250;mq;mq;190;mq;mq;mq;mq;mq;mq;mq;6.200000;8.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20250301000000;102880;90;0;30;2.900000;276.150000;274.150000;87;48100;0;mq;mq;mq;0;mq;mq;mq;mq;102410;mq;mq;130;mq;mq;mq;mq;274.350000;mq;mq;4.000000;5.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20250301000000;102900;50;1;20;3.000000;274.950000;274.350000;96;14500;0;mq;mq;mq;0;mq;mq;mq;mq;101070;mq;mq;180;mq;mq;mq;mq;278.350000;mq;mq;4.500000;4.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
